drug_name,brand_name,dosage,rating,review,activity,prescription,preg,csa,alcohol,allergy,disease_list
Alavert D-12 Hour Allergy and Sinus,['Alavert D-12; Claritin-D 12 Hour ; Claritin-D 24 Hour ; Leader Allergy Relief D-24 ; Loratadine-D 12 Hour ; Loratadine-D 24 Hour'],['5 mg'],1.0,1,0,OTC,B,N,,"['liver or kidney disease', 'heart disease,high blood pressure', 'diabetes', 'thyroid disorde', 'anenlarged prostateand urination problems']",Hayfever
Allan Tannate Pediatric,['Actifed Cold and Allergy ; Allerest PE ; ChlorTan D ; Cold and Allergy Relief; Ed A-Hist ;'],[None],,,0,Rx/OTC,N,N,X,"['asthma or COPD, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'a blockage in your stomach or intestines', 'kidney orliver disease', 'high blood pressure,heart disease,coronary artery disease, or recent heart attack', 'enlarged prostateor urination problems', 'glaucoma', 'diabetes', 'epilepsy or other seizure disorde', 'pheochromocytoma(an adrenal gland tumor)', 'overactive thyroid', 'if you take potassium (Cytra, Epiklor, K-Lyte, K-Phos, Kaon, Klor-Con, Polycitra, Urocit-K)']",Hayfever
All Day Allergy-D,['All Day Allergy-D; Goodsense Cetirizine D-12 Hour; ZyrTEC-D'],[None],,,0,Rx/OTC,C,N,X,"['narrow-angle glaucoma', 'severe high blood pressure (hypertension)', 'severe coronary artery disease', 'if you are unable to urinate', 'if you are allergic to hydralazine (Atarax, Vistaril)']",Hayfever
Allegra-D 12 Hour Allergy & Congestion,['Allegra-D 12 Hour ; Allegra-D 12 Hour Allergy and Congestion; Allegra-D 24 Hour Allergy and Congestion; Fexofenadine HCl-Pseudoephedrine 12 Hour'],[None],,,0,Rx/OTC,C,N,,"['kidney disease', 'glaucoma', 'heart diseaseorhigh blood pressure', 'diabetes', 'thyroid disorde', 'bladder obstruction or other urination problems']",Hayfever
Allerest Maximum Strength,['Allerest Maximum Strength; Dicel ; LoHist-D ; SudoGest Sinus and Allergy; Triaminic Softchew Cold and Allergy;'],[None],,,0,Rx/OTC,C,N,X,"['asthma or COPD, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'a blockage in your stomach or intestines', 'kidney orliver disease', 'high blood pressure,heart disease,coronary artery disease, or recent heart attack', 'enlarged prostateor urination problems', 'glaucoma', 'diabetes', 'epilepsy or other seizure disorde', 'pheochromocytoma(an adrenal gland tumor)', 'overactive thyroid', 'if you take potassium (Cytra, Epiklor, K-Lyte, K-Phos, Kaon, Klor-Con, Polycitra, Urocit-K)']",Hayfever
Allerest PE,['Actifed Cold and Allergy ; Allerest PE; ChlorTan D ; Cold and Allergy Relief; Ed A-Hist ;'],[None],,,0,Rx/OTC,N,N,X,"['asthma or COPD, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'a blockage in your stomach or intestines', 'kidney orliver disease', 'high blood pressure,heart disease,coronary artery disease, or recent heart attack', 'enlarged prostateor urination problems', 'glaucoma', 'diabetes', 'epilepsy or other seizure disorde', 'pheochromocytoma(an adrenal gland tumor)', 'overactive thyroid', 'if you take potassium (Cytra, Epiklor, K-Lyte, K-Phos, Kaon, Klor-Con, Polycitra, Urocit-K)']",Hayfever
Allerfrim,['Allerfrim; Zymine-D'],[None],,,0,Rx/OTC,C,N,X,[None],Hayfever
Allergy & Congestion Relief,['Alavert-D 12-Hour; Allergy & Congestion Relief; Claritin-D ; Claritin-D 12-Hour; Claritin-D 24-Hour; Clear-Atadine D'],[None],,,0,OTC,B,N,,[None],Hayfever
Allergy Relief D,[None],[None],,,0,Rx/OTC,C,N,X,[None],Hayfever
Aphedrid,['Aphedrid; A-Phedrin ; Aprodine ; Vi-Sudo ; Wal-Act; Histafed'],[None],,,0,Rx/OTC,C,N,X,"['asthma or other breathing disorder such asemphysemaorchronic bronchitis', 'high blood pressure,heart disease', 'glaucoma', 'diabetes', 'a thyroid disorde']",Hayfever
Aprodine,['Aphedrid ; A-Phedrin ; Aprodine; Vi-Sudo ; Wal-Act; Histafed'],[None],10,2,0,Rx/OTC,C,N,X,"['asthma or other breathing disorder such asemphysemaorchronic bronchitis', 'high blood pressure,heart disease', 'glaucoma', 'diabetes', 'a thyroid disorde']",Hayfever
Arbinoxa,['Arbinoxa; Carbihist; Carboxine ; Histex CT ; Histex I/E;'],['4 mg'],,,0,Rx,C,N,X,[None],Hayfever
Benadryl Allergy Plus Congestion,"[""Benadryl Allergy Plus Congestion; Children's Allergy Plus Congestion; Children's Triacting Night Time ; Kindermed Kids' Night Time Cold and Cough; Sudafed PE Sinus Congestion Daytime/Nighttime;""]",[None],,,0,Rx/OTC,C,N,X,"['asthma or COPD, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'high blood pressure,heart disease', 'anenlarged prostateor urination problems', 'glaucoma', 'diabetes', 'a thyroid disorde']",Hayfever
BP Allergy JR,['Actifed Cold and Allergy ; Allerest PE ; ChlorTan D ; Cold and Allergy Relief; Ed A-Hist ;'],[None],,,0,Rx/OTC,N,N,X,"['asthma or COPD, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'a blockage in your stomach or intestines', 'kidney orliver disease', 'high blood pressure,heart disease,coronary artery disease, or recent heart attack', 'enlarged prostateor urination problems', 'glaucoma', 'diabetes', 'epilepsy or other seizure disorde', 'pheochromocytoma(an adrenal gland tumor)', 'overactive thyroid', 'if you take potassium (Cytra, Epiklor, K-Lyte, K-Phos, Kaon, Klor-Con, Polycitra, Urocit-K)']",Hayfever
Brohist D,"[""Children's Cold and Allergy; Dimetapp Cold and Allergy; Ru-Hist D ; Rynex PE ; Brohist D;""]",[None],,,0,Rx/OTC,C,N,X,"['a breathing problem such asemphysemaorchronic bronchitis', 'diabetes', 'high blood pressure,heart disease', 'anenlarged prostateor urination problems', 'glaucoma', 'overactive thyroid']",Hayfever
Bromaline,['Brotapp ; Bromaline; Lodrane D'],[None],,,0,Rx/OTC,C,N,X,"['a breathing problem such asemphysemaorchronic bronchitis', 'diabetes', 'high blood pressure,heart disease', 'anenlarged prostateor urination problems', 'glaucoma', 'overactive thyroid']",Hayfever
Bromatan Plus,['Abatuss DMX ; Deltuss DMX ; Bromatan Plus; SuTan-DM'],[None],,,0,Rx/OTC,C,N,X,"['asthma or COPD, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'a blockage in your stomach or intestines', 'glaucoma', 'kidney disease', 'liver disease', 'diabetes', 'heart diseaseor high blood pressure', 'a thyroid disorde', 'cough with mucus, or cough caused by emphysema or chronic bronchitis', 'enlarged prostateor urination problems', 'if you take potassium (Cytra, Epiklor, K-Lyte, K-Phos, Kaon, Klor-Con, Polycitra, Urocit-K)']",Hayfever
Bromax,[None],[None],,,0,Rx/OTC,C,N,X,[None],Hayfever
brompheniramine / phenylephrine,"[""Children's Cold and Allergy; Dimetapp Cold and Allergy; Ru-Hist D ; Rynex PE ; Brohist D ;""]",['4 mg'],,,0,Rx/OTC,C,N,X,"['a breathing problem such asemphysemaorchronic bronchitis', 'diabetes', 'high blood pressure,heart disease', 'anenlarged prostateor urination problems', 'glaucoma', 'overactive thyroid']",Hayfever
brompheniramine / pseudoephedrine,['Brotapp ; Bromaline ; Lodrane D ; Endafed; Touro A and H;'],['12 mg'],10,3,0,Rx/OTC,C,N,X,"['a breathing problem such asemphysemaorchronic bronchitis', 'diabetes', 'high blood pressure,heart disease', 'anenlarged prostateor urination problems', 'glaucoma', 'overactive thyroid']",Hayfever
brompheniramine,[None],['12 mg'],9.5,4,0,Rx/OTC,C,N,X,[None],Hayfever
Brotapp,['Brotapp; Bromaline ; Lodrane D'],[None],,,0,Rx/OTC,C,N,X,"['a breathing problem such asemphysemaorchronic bronchitis', 'diabetes', 'high blood pressure,heart disease', 'anenlarged prostateor urination problems', 'glaucoma', 'overactive thyroid']",Hayfever
Capron DM,['Capron DM; Capron DMT'],[None],,,0,OTC,N,N,X,"['chronic bronchitisor other breathing problems', 'heart problems', 'glaucoma', 'a thyroid disorde', 'diabetes', 'anenlarged prostateand urination problems']",Hayfever
Capron DMT,['Capron DM ; Capron DMT'],[None],,,0,OTC,N,N,X,"['chronic bronchitisor other breathing problems', 'heart problems', 'glaucoma', 'a thyroid disorde', 'diabetes', 'anenlarged prostateand urination problems']",Hayfever
carbinoxamine,['Karbinal ER ; Ryvent ; Histex PD ; Histex CT ; Carbinoxamine PD;'],['4 mg'],9.3,3,0,Rx,C,N,X,"['glaucoma', 'astomach ulce', 'a blockage in your digestive tract (stomach or intestines)', 'a thyroid disorde', 'heart problems,high blood pressure', 'liver or kidney disease', 'asthma or sulfite allergy', 'anenlarged prostate', 'urination problems', 'low blood pressure']",Hayfever
Carboxine,['Arbinoxa ; Carbihist; Carboxine; Histex CT ; Histex I/E;'],[None],,,0,Rx,C,N,X,[None],Hayfever
Children's Triacting Night Time,"[""Benadryl Allergy Plus Congestion ; Children's Allergy Plus Congestion; Children's Triacting Night Time; Kindermed Kids' Night Time Cold and Cough; Sudafed PE Sinus Congestion Daytime/Nighttime;""]",[None],,,0,Rx/OTC,C,N,X,"['asthma or COPD, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'high blood pressure,heart disease', 'anenlarged prostateor urination problems', 'glaucoma', 'diabetes', 'a thyroid disorde']",Hayfever
Chlorex-A 12,['Chlorex-A 12; Conal ; Nalex A 12 ; MyHist-PD ; Phena-Plus ;'],[None],,,0,Rx,C,N,X,"['severe coronary artery disease', 'diabetes', 'overactive thyroid', 'asthma, pneumonia, or other breathing problems']",Hayfever
chlorpheniramine / codeine,['Tuxarin ER ; Codar AR ; Codeprex ; Cotab A; Cotab AX;'],[None],,,0,Rx/OTC,C,M,X,"['severe asthma or breathing problems', 'a stomach orbowel obstruction(includingparalytic ileus)']",Hayfever
chlorpheniramine / ibuprofen / pseudoephedrine,['Advil Allergy Sinus ; Advil Childrens Allergy Sinus; Advil Multi-Symptom Cold'],['2 mg'],,,0,OTC,D,N,X,"['heart disease,high blood pressure,high cholesterol, diabetes, or if you smoke', 'a heart attack, stroke, or blood clot', 'stomach ulcers or bleeding', 'a breathing problem, such as asthma, emphysema, or bronchitis', 'liver or kidney disease', 'a thyroid disorde', 'glaucoma', 'diabetes', 'enlarged prostateor problems with urination', 'fluid retention']",Hayfever
chlorpheniramine / phenylephrine / pyrilamine,['Chlorex-A 12 ; Conal ; Nalex A 12 ; MyHist-PD ; Phena-Plus ;'],['4 mg'],,,0,Rx,C,N,X,"['severe coronary artery disease', 'diabetes', 'overactive thyroid', 'asthma, pneumonia, or other breathing problems']",Hayfever
chlorpheniramine / pseudoephedrine,['Allerest Maximum Strength ; Dicel ; LoHist-D ; SudoGest Sinus and Allergy; Triaminic Softchew Cold and Allergy;'],['4 mg'],8.9,10,0,Rx/OTC,C,N,X,"['asthma or COPD, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'a blockage in your stomach or intestines', 'kidney orliver disease', 'high blood pressure,heart disease,coronary artery disease, or recent heart attack', 'enlarged prostateor urination problems', 'glaucoma', 'diabetes', 'epilepsy or other seizure disorde', 'pheochromocytoma(an adrenal gland tumor)', 'overactive thyroid', 'if you take potassium (Cytra, Epiklor, K-Lyte, K-Phos, Kaon, Klor-Con, Polycitra, Urocit-K)']",Hayfever
ChlorTan D,['Actifed Cold and Allergy ; Allerest PE ; ChlorTan D; Cold and Allergy Relief; Ed A-Hist ;'],[None],,,0,Rx/OTC,N,N,X,"['asthma or COPD, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'a blockage in your stomach or intestines', 'kidney orliver disease', 'high blood pressure,heart disease,coronary artery disease, or recent heart attack', 'enlarged prostateor urination problems', 'glaucoma', 'diabetes', 'epilepsy or other seizure disorde', 'pheochromocytoma(an adrenal gland tumor)', 'overactive thyroid', 'if you take potassium (Cytra, Epiklor, K-Lyte, K-Phos, Kaon, Klor-Con, Polycitra, Urocit-K)']",Hayfever
ciclesonide,['Omnaris ; Zetonna'],[None],5.8,21,0,Rx,C,N,,"['asthma,tuberculosis, or other lung problems', 'any type of infection caused by bacteria, virus, fungus, or parasites', 'glaucoma, cataracts, or herpes infection of the eyes', 'a sore inside your nose that has not yet healed', 'a recent nose injury or surgery', 'not been vaccinated for or not hadchickenpoxor measles']",Hayfever
Clarinex-D 12 Hour,['Clarinex-D 12 Hour; Clarinex-D 24 Hour'],['5 mg'],9.0,1,0,Rx,C,N,,"['narrow-angleglaucoma', 'severecoronary artery disease(clogged arteries)', 'uncontrolledhigh blood pressure', 'bladder obstruction or other urination problems']",Hayfever
Clarinex-D 24 Hour,[None],['5 mg'],,,0,Rx,C,N,,"['narrow-angleglaucoma', 'severecoronary artery disease(clogged arteries)', 'uncontrolledhigh blood pressure', 'bladder obstruction or other urination problems']",Hayfever
Clarinex Reditabs,['Clarinex ; Clarinex Reditabs'],['5 mg'],,,0,Rx,C,N,,[None],Hayfever
Clear-Atadine-D,['Alavert-D 12-Hour; Allergy & Congestion Relief; Claritin-D ; Claritin-D 12-Hour; Claritin-D 24-Hour; Clear-Atadine D'],[None],,,0,OTC,B,N,,[None],Hayfever
clemastine,['Tavist Allergy ; Tavist; Tavist-1; Allerhist-1; Dailyhist-1; Contac 12 Hour Allergy; Dayhist Allergy'],['68 mg'],10,1,0,Rx/OTC,B,N,X,"['bronchitis,emphysema, or other breathing disorde', 'an ulcer or obstruction in the stomach', 'glaucoma', 'anenlarged prostate, urination problems']",Hayfever
Codar AR,['Tuxarin ER ; Codar AR'],[None],,,0,OTC,C,M,X,"['severe asthma or breathing problems', 'a stomach orbowel obstruction(includingparalytic ileus)']",Hayfever
Codimal DM,['Codimal DM; Codituss DM'],[None],,,0,Rx/OTC,C,N,X,[None],Hayfever
Conal,['Chlorex-A 12 ; Conal; Nalex A 12 ; MyHist-PD ; Phena-Plus ;'],[None],,,0,Rx,C,N,X,"['severe coronary artery disease', 'diabetes', 'overactive thyroid', 'asthma, pneumonia, or other breathing problems']",Hayfever
Conex,[None],[None],,,0,Rx/OTC,C,N,X,"['heart diseaseorhigh blood pressure', 'a thyroid disorde', 'glaucoma', 'diabetes', 'anenlarged prostatewith urination problems']",Hayfever
Coricidin HBP Cold & Flu,[None],['325 mg'],1.0,1,0,OTC,N,N,X,"['severe constipation, blockage in your stomach or intestines', 'untreated or uncontrolled diseases--glaucoma, asthma, heart disease, overactive thyroid', 'if you are unable to urinate']",Hayfever
cromolyn,['Nasalcrom ; Nasalcrom Child'],[None],8.0,7,0,Rx/OTC,B,N,,"['wheezing, or breathing problems', 'drug allergies', 'a feve', 'yellow or green nasal mucus']",Hayfever
Dallergy Drops,['Actifed Cold and Allergy ; Allerest PE ; ChlorTan D ; Cold and Allergy Relief; Ed A-Hist ;'],[None],,,0,Rx/OTC,N,N,X,"['asthma or COPD, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'a blockage in your stomach or intestines', 'kidney orliver disease', 'high blood pressure,heart disease,coronary artery disease, or recent heart attack', 'enlarged prostateor urination problems', 'glaucoma', 'diabetes', 'epilepsy or other seizure disorde', 'pheochromocytoma(an adrenal gland tumor)', 'overactive thyroid', 'if you take potassium (Cytra, Epiklor, K-Lyte, K-Phos, Kaon, Klor-Con, Polycitra, Urocit-K)']",Hayfever
Decon-A,['Alenaze-D; Decon-A'],[None],,,0,Rx/OTC,C,N,X,[None],Hayfever
Deconamine,['Deconamine; PediaCare Cold/Allergy'],[None],10,3,0,Rx/OTC,C,N,X,[None],Hayfever
Deltuss DMX,['Abatuss DMX ; Deltuss DMX; Bromatan Plus ; SuTan-DM'],[None],,,0,Rx/OTC,C,N,X,"['asthma or COPD, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'a blockage in your stomach or intestines', 'glaucoma', 'kidney disease', 'liver disease', 'diabetes', 'heart diseaseor high blood pressure', 'a thyroid disorde', 'cough with mucus, or cough caused by emphysema or chronic bronchitis', 'enlarged prostateor urination problems', 'if you take potassium (Cytra, Epiklor, K-Lyte, K-Phos, Kaon, Klor-Con, Polycitra, Urocit-K)']",Hayfever
desloratadine / pseudoephedrine,['Clarinex-D 12 Hour ; Clarinex-D 24 Hour'],['5 mg'],9.0,1,0,Rx,C,N,,"['narrow-angle glaucoma', 'severecoronary artery disease(clogged arteries)', 'uncontrolledhigh blood pressure', 'bladder obstruction or other urination problems']",Hayfever
dexchlorpheniramine / dextromethorphan / pseudoephedrine,['Abatuss DMX ; Deltuss DMX ; Bromatan Plus ; SuTan-DM ; Tanafed DMX;'],[None],,,0,Rx/OTC,C,N,X,"['asthma or COPD, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'a blockage in your stomach or intestines', 'glaucoma', 'kidney disease', 'liver disease', 'diabetes', 'heart diseaseor high blood pressure', 'a thyroid disorde', 'cough with mucus, or cough caused by emphysema or chronic bronchitis', 'enlarged prostateor urination problems', 'if you take potassium (Cytra, Epiklor, K-Lyte, K-Phos, Kaon, Klor-Con, Polycitra, Urocit-K)']",Hayfever
dexchlorpheniramine / phenylephrine,['Rymed ; RhinaHist; Rescon-MX; Rescon-Jr.'],['2 mg'],,,0,Rx/OTC,C,N,X,"['asthma or other breathing disorder such as emphysema orchronic bronchitis', 'high blood pressure,heart disease', 'glaucoma', 'diabetes', 'kidney disease', 'a thyroid disorde']",Hayfever
dexchlorpheniramine,['Polaramine ; Polaramine Repetabs'],['4 mg'],6.8,4,0,Rx,B,N,X,"['glaucoma or increased pressure in the eye', 'a stomach ulce', 'an enlarged prostate, bladder problems, or difficulty urinating', 'an overactive thyroid (hyperthyroidism)', 'hypertension or any type of heart problems', 'asthma']",Hayfever
dextromethorphan / diphenhydramine / phenylephrine,['Triaminic Day Time Night Time Cold and Cough; Dytan-DM ; Triaminic Day Time Night Time Cold and Cough; Duratuss AC 12; D-Tann DM'],[None],,,0,Rx/OTC,C,N,X,"['a cough with mucus', 'anenlarged prostateor urination problems', 'high blood pressure,heart disease', 'diabetes', 'a thyroid disorde', 'glaucoma', 'astomach ulce']",Hayfever
dextromethorphan / phenylephrine / pyrilamine,['Polytussin-DM; Codimal DM ; Codal-DM Syrup; Codituss DM; Viravan-DM;'],[None],,,0,Rx/OTC,C,N,X,"['asthma or COPD, cough with mucus, or cough caused by smoking,emphysema, orchronic bronchitis', 'high blood pressure,heart disease', 'glaucoma', 'urination problems due to anenlarged prostate', 'a thyroid disorde']",Hayfever
dextromethorphan / promethazine,['Promethazine DM ; Phenergan with Dextromethorphan; Promethazine with DM; Promethazine with Dextromethorphan'],[None],1.0,1,0,Rx,C,N,X,"['asthma or other breathing problems', 'an allergy to medicines similar to promethazine (chlorpromazine,fluphenazine,prochlorperazine, thioridazine, and others)']",Hayfever
dextromethorphan / pyrilamine,['Capron DM ; Capron DMT'],[None],,,0,OTC,N,N,X,"['chronic bronchitisor other breathing problems', 'heart problems', 'glaucoma', 'a thyroid disorde', 'diabetes', 'anenlarged prostateand urination problems']",Hayfever
Dicel,['Allerest Maximum Strength ; Dicel; LoHist-D ; SudoGest Sinus and Allergy; Triaminic Softchew Cold and Allergy;'],[None],,,0,Rx/OTC,C,N,X,"['asthma or COPD, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'a blockage in your stomach or intestines', 'kidney orliver disease', 'high blood pressure,heart disease,coronary artery disease, or recent heart attack', 'enlarged prostateor urination problems', 'glaucoma', 'diabetes', 'epilepsy or other seizure disorde', 'pheochromocytoma(an adrenal gland tumor)', 'overactive thyroid', 'if you take potassium (Cytra, Epiklor, K-Lyte, K-Phos, Kaon, Klor-Con, Polycitra, Urocit-K)']",Hayfever
Dimetane Decongestant,"[""Children's Cold and Allergy; Dimetapp Cold and Allergy; Ru-Hist D ; Rynex PE ; Brohist D ;""]",[None],,,0,Rx/OTC,C,N,X,"['a breathing problem such asemphysemaorchronic bronchitis', 'diabetes', 'high blood pressure,heart disease', 'anenlarged prostateor urination problems', 'glaucoma', 'overactive thyroid']",Hayfever
Dimetapp Children's Cold & Allergy,['Dimetapp Cold & Allergy'],['1 mg'],,,0,Rx/OTC,C,N,X,"['asthma or COPD, cough with mucus, or cough caused by smoking, emphysema, or chronic bronchitis', 'a blockage in your stomach or intestines', 'kidney or liver disease', 'high blood pressure, heart disease, coronary artery disease, or recent heart attack', 'enlarged prostate or urination problems', 'glaucoma', 'diabetes', 'epilepsy or other seizure disorde', 'pheochromocytoma (an adrenal gland tumor)', 'overactive thyroid', 'if you take potassium (Cytra, Epiklor, K-Lyte, K-Phos, Kaon, Klor-Con, Polycitra, Urocit-K)']",Hayfever
diphenhydramine / phenylephrine,"[""Benadryl Allergy Plus Congestion ; Children's Allergy Plus Congestion; Children's Triacting Night Time ; Kindermed Kids' Night Time Cold and Cough; Sudafed PE Sinus Congestion Daytime/Nighttime;""]",['25 mg'],10,1,0,Rx/OTC,C,N,X,"['asthma or COPD, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'high blood pressure,heart disease', 'anenlarged prostateor urination problems', 'glaucoma', 'diabetes', 'a thyroid disorde']",Hayfever
Dixaphedrine,['Dixaphedrine; Drixoral Sinus'],[None],,,0,Rx/OTC,C,N,X,[None],Hayfever
doxylamine,['Unisom; Nytol Maximum Strength; Aldex AN'],['25 mg'],9.0,1,0,Rx/OTC,B,N,X,"['glaucoma', 'anenlarged prostate', 'problems with urination', 'asthma,bronchitis,emphysema, or other chronic lung disease']",Hayfever
Drixoral Cold and Allergy,['Conex ; Drixoral Cold and Allergy'],['6 mg'],9.9,17,0,Rx/OTC,C,N,X,"['heart disease or high blood pressure', 'a thyroid disorde', 'glaucoma', 'diabetes', 'an enlarged prostate with urination problems']",Hayfever
Dytan-D,"[""Benadryl Allergy Plus Congestion ; Children's Allergy Plus Congestion; Children's Triacting Night Time ; Kindermed Kids' Night Time Cold and Cough; Sudafed PE Sinus Congestion Daytime/Nighttime;""]",[None],,,0,Rx/OTC,C,N,X,"['asthma or COPD, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'high blood pressure,heart disease', 'anenlarged prostateor urination problems', 'glaucoma', 'diabetes', 'a thyroid disorde']",Hayfever
Dytan-DM,['Triaminic Day Time Night Time Cold and Cough; Dytan-DM; Triaminic Day Time Night Time Cold and Cough'],[None],,,0,Rx/OTC,C,N,X,"['a cough with mucus', 'anenlarged prostateor urination problems', 'high blood pressure,heart disease', 'diabetes', 'a thyroid disorde', 'glaucoma', 'astomach ulce']",Hayfever
Ed A-Hist,['Actifed Cold and Allergy ; Allerest PE ; ChlorTan D ; Cold and Allergy Relief; Ed A-Hist;'],['4 mg'],,,0,Rx/OTC,N,N,X,"['asthma or COPD, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'a blockage in your stomach or intestines', 'kidney orliver disease', 'high blood pressure,heart disease,coronary artery disease, or recent heart attack', 'enlarged prostateor urination problems', 'glaucoma', 'diabetes', 'epilepsy or other seizure disorde', 'pheochromocytoma(an adrenal gland tumor)', 'overactive thyroid', 'if you take potassium (Cytra, Epiklor, K-Lyte, K-Phos, Kaon, Klor-Con, Polycitra, Urocit-K)']",Hayfever
Ed ChlorPed D,['Actifed Cold and Allergy ; Allerest PE ; ChlorTan D ; Cold and Allergy Relief; Ed A-Hist ;'],[None],,,0,Rx/OTC,N,N,X,"['asthma or COPD, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'a blockage in your stomach or intestines', 'kidney orliver disease', 'high blood pressure,heart disease,coronary artery disease, or recent heart attack', 'enlarged prostateor urination problems', 'glaucoma', 'diabetes', 'epilepsy or other seizure disorde', 'pheochromocytoma(an adrenal gland tumor)', 'overactive thyroid', 'if you take potassium (Cytra, Epiklor, K-Lyte, K-Phos, Kaon, Klor-Con, Polycitra, Urocit-K)']",Hayfever
Grastek,[None],[None],,,0,Rx,B,N,X,"['severe or uncontrolled asthma', 'a history of allergic reaction that affected your esophagus (the tube that connects your mouth and stomach) and causedheartburnor trouble swallowing']",Hayfever
Histafed,['Aphedrid ; A-Phedrin ; Aprodine ; Vi-Sudo ; Wal-Act; Histafed'],[None],,,0,Rx/OTC,C,N,X,"['asthma or other breathing disorder such asemphysemaorchronic bronchitis', 'high blood pressure,heart disease', 'glaucoma', 'diabetes', 'a thyroid disorde']",Hayfever
Histex CT,['Arbinoxa ; Carbihist; Carboxine ; Histex CT; Histex I/E;'],[None],,,0,Rx,C,N,X,[None],Hayfever
Histex IE,['Arbinoxa ; Carbihist; Carboxine ; Histex CT ; Histex I/E;'],[None],,,0,Rx,C,N,X,[None],Hayfever
Histex PD,['Arbinoxa ; Carbihist; Carboxine ; Histex CT ; Histex I/E;'],[None],,,0,Rx,C,N,X,[None],Hayfever
house dust mite allergen extract,['Odactra'],[None],,,0,Rx,,N,X,"['you have severe or uncontrolled asthma', 'you have had an allergic reaction that affected your esophagus (the tube that connects your mouth and stomach) and causedheartburnor trouble swallowing', 'you are younger than 18 years or older than 65 years']",Hayfever
Karbinal ER,['Karbinal ER; Ryvent'],[None],,,0,Rx,C,N,X,"['glaucoma', 'astomach ulce', 'a blockage in your digestive tract (stomach or intestines)', 'a thyroid disorde', 'heart problems,high blood pressure', 'liver or kidney disease', 'asthma or sulfite allergy', 'anenlarged prostate', 'urination problems', 'low blood pressure']",Hayfever
Leader Allergy Relief D-24,['Alavert D-12; Claritin-D 12 Hour ; Claritin-D 24 Hour ; Leader Allergy Relief D-24; Loratadine-D 12 Hour ; Loratadine-D 24 Hour'],[None],,,0,OTC,B,N,,"['liver or kidney disease', 'heart disease,high blood pressure', 'diabetes', 'thyroid disorde', 'anenlarged prostateand urination problems']",Hayfever
Lodrane D,['Brotapp ; Bromaline ; Lodrane D'],[None],,,0,Rx/OTC,C,N,X,"['a breathing problem such asemphysemaorchronic bronchitis', 'diabetes', 'high blood pressure,heart disease', 'anenlarged prostateor urination problems', 'glaucoma', 'overactive thyroid']",Hayfever
LoHist-D,['Allerest Maximum Strength ; Dicel ; LoHist-D; SudoGest Sinus and Allergy; Triaminic Softchew Cold and Allergy;'],[None],,,0,Rx/OTC,C,N,X,"['asthma or COPD, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'a blockage in your stomach or intestines', 'kidney orliver disease', 'high blood pressure,heart disease,coronary artery disease, or recent heart attack', 'enlarged prostateor urination problems', 'glaucoma', 'diabetes', 'epilepsy or other seizure disorde', 'pheochromocytoma(an adrenal gland tumor)', 'overactive thyroid', 'if you take potassium (Cytra, Epiklor, K-Lyte, K-Phos, Kaon, Klor-Con, Polycitra, Urocit-K)']",Hayfever
Loratadine-D 12 Hour,['Alavert D-12; Claritin-D 12 Hour ; Claritin-D 24 Hour ; Leader Allergy Relief D-24 ; Loratadine-D 12 Hour; Loratadine-D 24 Hour'],[None],,,0,OTC,B,N,,"['liver or kidney disease', 'heart disease,high blood pressure', 'diabetes', 'thyroid disorde', 'anenlarged prostateand urination problems']",Hayfever
mixed grass pollens allergen extract,['Oralair'],[None],,,0,Rx,B,N,X,"['severe or uncontrolled asthma', 'a history of allergic reaction that affected your esophagus (the tube that connects your mouth and stomach) and causedheartburnor trouble swallowing']",Hayfever
mometasone / olopatadine,['Ryaltris'],[None],10,2,0,Rx,,N,X,"['nasal surgery, nasal sores, or nasal injury', 'glaucomaor cataracts', 'tuberculosisor any other infection or illness', 'if you are not feeling well or have symptoms that you do not understand']",Hayfever
Nalex A 12,['Chlorex-A 12 ; Conal ; Nalex A 12; MyHist-PD ; Phena-Plus ;'],[None],,,0,Rx,C,N,X,"['severe coronary artery disease', 'diabetes', 'overactive thyroid', 'asthma, pneumonia, or other breathing problems']",Hayfever
