drug_name,brand_name,dosage_mg,rating,review,activity,prescription,preg,csa,alcohol,allergy,disease_list,allergy_cleaned,disease_list_cleaned
xopenex hfa,xopenex ; xopenex hfa; xopenex concentrate,0.0,0.0,1.0,3.0,rx,c,n,n,"'heart disease,high blood pressure, or congestiveheart failure', 'a seizure disorde', 'diabetes', 'a thyroid disorde'",asthma,"heart disease , high blood pressure , congestiveheart failure , seizure disorde , diabetes , thyroid disorde",asthma
albuterol / budesonide,airsupra,0.0,10.0,4.0,2.0,rx,unknown,n,n,"'heart problems, high blood pressure', 'convulsions (seizures)', 'thyroid disorde', 'diabetes', 'low blood levels of potassium', 'immune system problem', 'tuberculosis', 'breathing problems', 'any type of eye infection', 'glaucoma, cataracts, or other vision problems', 'liver problem'",asthma,"heart problems , high blood pressure , convulsions seizures , thyroid disorde , diabetes , low blood levels potassium , immune system problem , tuberculosis , breathing problems , type eye infection , glaucoma , cataracts , vision problems , liver problem",asthma
budesonide,eohilia ; ortikos ; tarpeyo ; uceris ; entocort ec,3.0,0.0,0.0,2.0,rx,c,n,n,"'tuberculosis', 'herpes infection of the eyes', 'high blood pressure', 'a weak immune system (caused by disease or by using certain medicines)', 'osteoporosisor low bone mineral density', 'astomach ulce', 'a planned surgery', 'cerebral malaria', 'any allergies', 'diabetes, cataracts, or glaucoma (in you or a family member)', 'unexplained diarrhea or if you recently traveled', 'chickenpox or measles (or have been exposed to it)', 'liver disease'",asthma,"tuberculosis , herpes infection eyes , high blood pressure , weak immune system caused disease using certain medicines , osteoporosisor low bone mineral density , astomach ulce , planned surgery , cerebral malaria , allergies , diabetes , cataracts , glaucoma family member , unexplained diarrhea recently traveled , chickenpox measles exposed , liver disease",asthma
caffeine,nodoz ; vivarin ; revive; stay awake ; enerjets; lucidex,200.0,8.5,3.0,2.0,rx/otc,c,n,n,none,asthma,none,asthma
ciclesonide,alvesco hfa; alvesco,0.0,7.0,10.0,2.0,rx,c,n,n,"'tuberculosis', 'an infection of your mouth or throat (such asoral thrush)', 'glaucoma or history of cataracts', 'herpes infection of your eyes', 'a personal or family history ofosteoporosis'",asthma,"tuberculosis , infection mouth throat asoral thrush , glaucoma history cataracts , herpes infection eyes , personal family history ofosteoporosis",asthma
de-sone la,de-sone la injection; decadron (injection),0.0,0.0,0.0,2.0,rx,c,n,n,'afungal infectionanywhere in your body',asthma,afungal infectionanywhere body,asthma
dxevo,common,5.0,0.0,0.0,2.0,rx,c,n,n,none,asthma,none,asthma
dyphylline / guaifenesin,difil g ; difil-g forte ; jay-phyl ; lufyllin-gg; dyphylline gg;,200.0,0.0,0.0,2.0,rx,c,n,n,"'heart diseaseor a history ofheart attack', 'high blood pressure', 'liver or kidney disease', 'overactive thyroid', 'astomach ulce', 'if you use a beta-blocker medicine (atenolol,bisoprolol,carvedilol,metoprolol,propranolol, sotalol, and many others)'",asthma,"heart diseaseor history ofheart attack , high blood pressure , liver kidney disease , overactive thyroid , astomach ulce , use betablocker medicine atenolol , bisoprolol , carvedilol , metoprolol , propranolol , sotalol , many others",asthma
ipratropium inhalation aerosol,atrovent hfa,0.0,0.0,0.0,2.0,rx,b,n,n,none,asthma,none,asthma
cinqair,common,0.0,8.6,8.0,1.0,rx,unknown,n,n,"'you also use steroid asthma medication', 'you have ever had a parasite infection (such as roundworms or tapeworms)'",asthma,"also use steroid asthma medication , ever parasite infection roundworms tapeworms",asthma
reslizumab,cinqair,0.0,8.6,8.0,1.0,rx,unknown,n,n,"'check interactions', 'compare alternatives', 'reviews (8)', 'side effects', 'dosage information', 'during pregnancy', 'drug class: interleukin inhibitors', 'breastfeeding', 'en español'",asthma,"check interactions , compare alternatives , reviews 8 , side effects , dosage information , pregnancy , drug class interleukin inhibitors , breastfeeding , en español",asthma
xopenex concentrate,xopenex ; xopenex hfa ; xopenex concentrate,0.0,0.0,0.0,1.0,rx,c,n,n,"'heart disease,high blood pressure, or congestiveheart failure', 'a seizure disorde', 'diabetes', 'a thyroid disorde'",asthma,"heart disease , high blood pressure , congestiveheart failure , seizure disorde , diabetes , thyroid disorde",asthma
difil-g forte,difil g ; difil-g forte; jay-phyl,0.0,0.0,0.0,0.0,rx,c,n,n,"'heart diseaseor a history ofheart attack', 'high blood pressure', 'liver or kidney disease', 'overactive thyroid', 'astomach ulce', 'if you use a beta-blocker medicine (atenolol,bisoprolol,carvedilol,metoprolol,propranolol, sotalol, and many others)'",asthma,"heart diseaseor history ofheart attack , high blood pressure , liver kidney disease , overactive thyroid , astomach ulce , use betablocker medicine atenolol , bisoprolol , carvedilol , metoprolol , propranolol , sotalol , many others",asthma
difil g,difil g; difil-g forte ; jay-phyl,0.0,0.0,0.0,0.0,rx,c,n,n,"'heart diseaseor a history ofheart attack', 'high blood pressure', 'liver or kidney disease', 'overactive thyroid', 'astomach ulce', 'if you use a beta-blocker medicine (atenolol,bisoprolol,carvedilol,metoprolol,propranolol, sotalol, and many others)'",asthma,"heart diseaseor history ofheart attack , high blood pressure , liver kidney disease , overactive thyroid , astomach ulce , use betablocker medicine atenolol , bisoprolol , carvedilol , metoprolol , propranolol , sotalol , many others",asthma
fluticasone / salmeterol,advair diskus ; advair hfa ; airduo respiclick ; wixela inhub ; airduo digihaler,0.0,0.0,0.0,0.0,rx,c,n,n,"'if you have a severe allergy to milk proteins', 'if you are having an asthma attack or severe copd symptoms'",asthma,"severe allergy milk proteins , asthma attack severe copd symptoms",asthma
salmeterol,serevent diskus ; serevent,0.0,0.0,0.0,0.0,rx,c,n,n,"'a food or drug allergy', 'heart diseaseorhigh blood pressure', 'epilepsy or other seizure disorde', 'diabetes', 'a thyroid disorde', 'liver disease'",asthma,"food drug allergy , heart diseaseorhigh blood pressure , epilepsy seizure disorde , diabetes , thyroid disorde , liver disease",asthma
theophylline,elixophyllin ; theo-24 ; respbid; t-phyl; aerolate iii;,100.0,0.0,0.0,0.0,rx,c,n,n,"'a gastric orpeptic ulce', 'a seriousinfectioncalled sepsis', 'liver disease(especiallycirrhosisor hepatitis)', 'fluid in your lungs', 'heart problems', 'a thyroid disorde', 'seizures', 'kidney disease'",asthma,"gastric orpeptic ulce , seriousinfectioncalled sepsis , liver diseaseespeciallycirrhosisor hepatitis , fluid lungs , heart problems , thyroid disorde , seizures , kidney disease",asthma
lamictal,lamictal; lamictal odt ; lamictal xr,25.0,8.2,652.0,80.0,rx,c,n,x,"'a rash or allergic reaction after taking another seizure medication', 'kidney or liver disease', 'heart problems such as heart block or irregular heartbeats', 'depression, suicidal thoughts or actions', 'meningitis(inflammation of the tissue that covers the brain and spinal cord) after taking lamictal'",bipolar disorder,"rash allergic reaction taking another seizure medication , kidney liver disease , heart problems heart block irregular heartbeats , depression , suicidal thoughts actions , meningitisinflammation tissue covers brain spinal cord taking lamictal",bipolar disorder
lamotrigine,lamictal ; lamictal odt ; lamictal xr ; subvenite ; lamictal cd ;,100.0,8.1,1057.0,80.0,rx,c,n,x,"'a rash or allergic reaction after taking another seizure medication', 'kidney orliver disease', 'heart problems such asheart blockor irregular heartbeats', 'depression, suicidal thoughts or actions', 'meningitis(inflammation of the tissue that covers the brain and spinal cord) after taking lamotrigine'",bipolar disorder,"rash allergic reaction taking another seizure medication , kidney orliver disease , heart problems asheart blockor irregular heartbeats , depression , suicidal thoughts actions , meningitisinflammation tissue covers brain spinal cord taking lamotrigine",bipolar disorder
seroquel,seroquel; seroquel xr,25.0,6.8,399.0,55.0,rx,c,n,x,"'a nervous system reaction associated with antipsychotic medication use', 'heart disease, aheart attackor stroke', 'long qt syndrome(in you or a family member)', 'an electrolyte imbalance (such as low blood levels of potassium or magnesium)', 'high orlow blood pressure', 'low white blood cell (wbc) counts', 'abnormal thyroid tests or prolactin levels', 'anenlarged prostate,constipationor urination problems', 'a seizure', 'glaucomaor cataracts', 'diabetes (in you or a family member)', 'high cholesterolor triglycerides', 'liver disease'",bipolar disorder,"nervous system reaction associated antipsychotic medication use , heart disease , aheart attackor stroke , long qt syndromein family member , electrolyte imbalance low blood levels potassium magnesium , high orlow blood pressure , low white blood cell wbc counts , abnormal thyroid tests prolactin levels , anenlarged prostate , constipationor urination problems , seizure , glaucomaor cataracts , diabetes family member , high cholesterolor triglycerides , liver disease",bipolar disorder
vraylar,common,5.0,5.8,370.0,47.0,rx,unknown,n,x,"'heart disease,high blood pressure', 'a stroke or blood clot', 'high cholesterolor triglycerides (a type of fat in the blood)', 'liver or kidney disease', 'diabetes or high blood sugar, or a family history of diabetes or high blood suga', 'have or had a low white blood cell count', 'have or had seizures (convulsions)', 'if you are dehydrated'",bipolar disorder,"heart disease , high blood pressure , stroke blood clot , high cholesterolor triglycerides type fat blood , liver kidney disease , diabetes high blood sugar , family history diabetes high blood suga , low white blood cell count , seizures convulsions , dehydrated",bipolar disorder
abilify,common,5.0,5.6,348.0,45.0,rx,c,n,x,"'heart problems or a stroke', 'high orlow blood pressure', 'diabetes (in you or a family member)', 'seizures', 'low white blood cell (wbc) counts'",bipolar disorder,"heart problems stroke , high orlow blood pressure , diabetes family member , seizures , low white blood cell wbc counts",bipolar disorder
lithium,lithobid ; eskalith ; lithonate; lithotabs; eskalith-cr,300.0,7.3,348.0,37.0,rx,d,n,x,"'breathing problems', 'heart disease', 'kidney disease', 'a thyroid disorde', 'an abnormal electrocardiograph or ecg (sometimes called an ekg)', 'fainting spells', 'a family member who died before age 45'",bipolar disorder,"breathing problems , heart disease , kidney disease , thyroid disorde , abnormal electrocardiograph ecg sometimes called ekg , fainting spells , family member died age 45",bipolar disorder
latuda,common,20.0,6.3,664.0,34.0,rx,b,n,x,"'antifungal medicine such asketoconazoleorvoriconazole', 'anantibioticsuch asclarithromycinorrifampin', 'an antiviral such asritonavi', ""st john's wort"", 'seizure medicine such ascarbamazepineorphenytoin'",bipolar disorder,"antifungal medicine asketoconazoleorvoriconazole , anantibioticsuch asclarithromycinorrifampin , antiviral asritonavi , st johns wort , seizure medicine ascarbamazepineorphenytoin",bipolar disorder
abilify maintena,common,300.0,6.0,23.0,33.0,rx,c,n,x,"'a problem in receiving an injection in the arm or buttocks', 'heart disease, aheart attackor stroke', 'high orlow blood pressure', 'high blood sugar, diabetes (in you or family member)', 'a seizure', 'high cholesterolor triglycerides', 'dehydration', 'low white blood cell (wbc) counts'",bipolar disorder,"problem receiving injection arm buttocks , heart disease , aheart attackor stroke , high orlow blood pressure , high blood sugar , diabetes family member , seizure , high cholesterolor triglycerides , dehydration , low white blood cell wbc counts",bipolar disorder
caplyta,common,42.0,6.9,115.0,33.0,rx,unknown,n,x,"'heart problems or a stroke', 'high orlow blood pressure', 'have or have had diabetes or high blood sugar, or a family history of diabetes or high blood sugar your healthcare provider should check your blood sugar before you start and during treatment with caplyta', 'have or have had high levels of total cholesterol, ldl cholesterol, or triglycerides or low levels of hdl cholesterol', 'have or have had seizures (convulsions)', 'have or have had kidney or liver problems', 'have or have had a low white blood cell count', 'are pregnant or plan to become pregnant', 'are breastfeeding or plan to breastfeed'",bipolar disorder,"heart problems stroke , high orlow blood pressure , diabetes high blood sugar , family history diabetes high blood sugar healthcare provider check blood sugar start treatment caplyta , high levels total cholesterol , ldl cholesterol , triglycerides low levels hdl cholesterol , seizures convulsions , kidney liver problems , low white blood cell count , pregnant plan become pregnant , breastfeeding plan breastfeed",bipolar disorder
cariprazine,vraylar,5.0,6.0,413.0,32.0,rx,unknown,n,x,"'high cholesterolor triglycerides (a type of fat in the blood)', 'a stroke or blood clot', 'heart disease', 'have or had a low white blood cell count', 'high blood pressure', 'liver or kidney disease', 'diabetes', 'have or had seizures (convulsions)', 'if you are dehydrated'",bipolar disorder,"high cholesterolor triglycerides type fat blood , stroke blood clot , heart disease , low white blood cell count , high blood pressure , liver kidney disease , diabetes , seizures convulsions , dehydrated",bipolar disorder
lybalvi,common,5.0,8.2,9.0,32.0,rx,unknown,n,x,none,bipolar disorder,none,bipolar disorder
abilify asimtufii,common,0.0,8.0,1.0,31.0,rx,c,n,x,"'heart problems or a stroke', 'high orlow blood pressure', 'diabetes (in you or a family member)', 'seizures', 'low white blood cell (wbc) counts'",bipolar disorder,"heart problems stroke , high orlow blood pressure , diabetes family member , seizures , low white blood cell wbc counts",bipolar disorder
lumateperone,caplyta,42.0,6.9,117.0,30.0,rx,unknown,n,x,"'heart problems or a stroke', 'high orlow blood pressure', 'seizures', 'trouble swallowing', 'low white blood cell count', 'high cholesterolor triglycerides', 'diabetes or high blood sugar, or a family history of diabetes or high blood suga', 'liver or kidney disease'",bipolar disorder,"heart problems stroke , high orlow blood pressure , seizures , trouble swallowing , low white blood cell count , high cholesterolor triglycerides , diabetes high blood sugar , family history diabetes high blood suga , liver kidney disease",bipolar disorder
quetiapine,seroquel ; seroquel xr,50.0,7.0,694.0,29.0,rx,c,n,x,"'a nervous system reaction associated with antipsychotic medication use', 'heart disease, aheart attackor stroke', 'long qt syndrome(in you or a family member)', 'an electrolyte imbalance (such as low blood levels of potassium or magnesium)', 'high orlow blood pressure', 'low white blood cell (wbc) counts', 'abnormal thyroid tests or prolactin levels', 'anenlarged prostate,constipationor urination problems', 'a seizure', 'glaucomaor cataracts', 'diabetes (in you or a family member)', 'high cholesterolor triglycerides', 'liver disease'",bipolar disorder,"nervous system reaction associated antipsychotic medication use , heart disease , aheart attackor stroke , long qt syndromein family member , electrolyte imbalance low blood levels potassium magnesium , high orlow blood pressure , low white blood cell wbc counts , abnormal thyroid tests prolactin levels , anenlarged prostate , constipationor urination problems , seizure , glaucomaor cataracts , diabetes family member , high cholesterolor triglycerides , liver disease",bipolar disorder
